customer_id,activity_month,months_since_sub,session_duration,feature_crm,feature_email_campaigns,feature_analytics,feature_automation,feature_advanced_analytics,feature_custom_workflows
CUST_00008,2024-09-01,8,50,1,0,0,1,0,0
CUST_00008,2024-10-01,9,24,1,0,2,1,0,0
CUST_00008,2024-11-01,10,68,1,0,1,2,0,0
CUST_00008,2024-12-01,11,62,2,0,0,1,0,0
CUST_00008,2025-01-01,12,65,0,0,0,0,0,0
CUST_00008,2025-02-01,13,69,1,2,2,2,0,0
CUST_00008,2025-03-01,14,56,2,1,0,2,0,0
CUST_00008,2025-04-01,15,49,3,1,0,0,0,0
CUST_00008,2025-05-01,16,48,2,0,0,0,0,0
CUST_00008,2025-06-01,17,47,2,1,0,1,0,0
CUST_00008,2025-07-01,18,58,2,2,2,1,0,0
CUST_00008,2025-08-01,19,33,0,1,1,0,0,0
CUST_00008,2025-09-01,20,41,1,1,1,0,0,0
CUST_00008,2025-10-01,21,15,0,0,0,0,0,0
CUST_00008,2025-11-01,22,17,0,0,0,0,0,0
CUST_00008,2025-12-01,23,21,2,0,0,0,0,0
CUST_00009,2025-01-01,0,33,1,2,1,1,0,0
CUST_00009,2025-01-01,1,53,2,3,0,1,0,0
CUST_00009,2025-03-01,2,29,1,0,1,0,0,0
CUST_00009,2025-04-01,3,59,1,0,2,2,0,0
CUST_00009,2025-05-01,4,38,2,1,0,0,0,0
CUST_00009,2025-05-01,5,20,1,1,1,0,0,0
CUST_00009,2025-06-01,6,60,2,1,1,0,0,0
CUST_00009,2025-07-01,7,62,0,2,1,3,1,0
CUST_00009,2025-08-01,8,41,1,1,4,0,0,0
CUST_00009,2025-09-01,9,12,0,1,0,0,0,0
CUST_00009,2025-10-01,10,29,1,0,0,1,0,0
CUST_00009,2025-11-01,11,9,0,1,0,0,0,0
CUST_00010,2025-07-01,0,56,2,3,1,0,0,0
CUST_00010,2025-08-01,1,25,3,1,1,0,0,0
CUST_00010,2025-09-01,2,23,1,1,0,0,0,0
CUST_00010,2025-10-01,3,12,1,0,0,0,0,0
CUST_00010,2025-11-01,4,37,0,1,0,0,0,0
CUST_00010,2025-12-01,5,18,3,0,1,0,0,0
CUST_00011,2025-04-01,0,106,2,3,1,1,2,0
CUST_00011,2025-05-01,1,32,2,3,1,0,0,0
CUST_00011,2025-06-01,2,57,0,2,2,0,0,0
CUST_00011,2025-07-01,3,45,1,0,1,1,2,0
CUST_00011,2025-08-01,4,70,5,2,3,2,1,0
CUST_00011,2025-09-01,5,76,4,4,2,1,3,1
CUST_00011,2025-10-01,6,58,2,3,0,0,1,0
CUST_00011,2025-11-01,7,32,3,1,1,0,1,0
CUST_00011,2025-12-01,8,25,2,1,0,0,1,1
CUST_00012,2024-09-01,0,35,1,2,0,0,0,0
CUST_00012,2024-10-01,1,60,0,0,1,0,0,0
CUST_00012,2024-11-01,2,67,1,0,1,0,0,0
CUST_00012,2024-12-01,3,35,1,0,1,1,0,0
CUST_00012,2025-01-01,4,29,1,1,0,0,0,0
CUST_00012,2025-02-01,5,23,3,2,1,0,0,0
CUST_00012,2025-03-01,6,64,0,2,0,1,0,0
CUST_00012,2025-04-01,7,41,0,1,1,1,0,0
CUST_00012,2025-05-01,8,26,2,1,1,0,0,0
CUST_00012,2025-06-01,9,65,2,0,1,0,0,0
CUST_00012,2025-07-01,10,29,0,0,1,1,0,0
CUST_00012,2025-08-01,11,60,0,0,0,0,0,0
CUST_00012,2025-09-01,12,62,3,0,1,2,0,0
CUST_00012,2025-10-01,13,38,1,0,2,0,0,0
CUST_00012,2025-11-01,14,32,0,1,0,3,0,0
CUST_00012,2025-12-01,15,28,0,0,1,0,0,0
CUST_00013,2024-10-01,0,20,3,1,0,0,0,0
CUST_00013,2024-11-01,1,45,4,0,2,0,0,0
CUST_00013,2024-12-01,2,20,1,0,1,2,0,0
CUST_00013,2025-01-01,3,61,1,2,0,0,1,0
CUST_00013,2025-02-01,4,53,0,1,0,2,0,0
CUST_00013,2025-03-01,5,37,1,0,1,0,0,0
CUST_00013,2025-04-01,6,36,3,2,0,1,0,0
CUST_00013,2025-05-01,7,51,0,2,1,1,0,0
CUST_00013,2025-06-01,8,31,2,2,0,2,0,0
CUST_00013,2025-07-01,9,68,0,0,1,0,0,0
CUST_00013,2025-08-01,10,23,1,1,1,0,2,0
CUST_00013,2025-09-01,11,20,3,0,1,2,0,0
CUST_00013,2025-10-01,12,22,1,0,0,0,0,0
CUST_00013,2025-11-01,13,24,1,0,0,0,0,0
CUST_00013,2025-12-01,14,38,2,0,0,0,0,0
CUST_00014,2024-07-01,0,36,0,1,0,1,0,0
CUST_00014,2024-08-01,1,40,0,1,0,0,0,0
CUST_00014,2024-09-01,2,8,2,0,0,0,0,0
CUST_00014,2024-10-01,3,13,0,0,0,0,0,0
CUST_00014,2024-11-01,4,12,0,1,0,0,0,0
CUST_00015,2025-06-01,0,68,1,0,0,0,0,0
CUST_00015,2025-07-01,1,22,1,1,0,0,0,0
CUST_00015,2025-08-01,2,43,2,2,0,0,0,0
CUST_00015,2025-09-01,3,35,1,1,0,0,0,0
CUST_00015,2025-10-01,4,21,0,0,0,0,0,0
CUST_00015,2025-11-01,5,22,0,0,1,1,0,0
CUST_00015,2025-12-01,6,28,0,0,0,0,0,0
CUST_00016,2025-11-01,0,20,0,0,0,0,0,0
CUST_00016,2025-12-01,1,28,1,1,0,0,0,0
CUST_00017,2024-01-01,0,69,2,0,0,1,0,1
CUST_00017,2024-02-01,1,113,0,1,4,2,2,0
CUST_00017,2024-03-01,2,118,1,0,2,0,1,1
CUST_00017,2024-04-01,3,64,4,2,0,0,0,0
CUST_00017,2024-05-01,4,114,2,1,0,0,1,1
CUST_00017,2024-06-01,5,71,2,3,1,0,2,1
CUST_00017,2024-07-01,6,66,2,1,1,1,0,1
CUST_00017,2024-08-01,7,69,1,0,1,1,1,0
CUST_00017,2024-09-01,8,38,2,0,2,0,1,0
CUST_00017,2024-10-01,9,94,1,4,3,3,1,0
CUST_00017,2024-11-01,10,118,7,2,5,1,1,1
CUST_00017,2024-12-01,11,49,3,0,4,0,1,0
CUST_00017,2025-01-01,12,97,2,2,3,0,0,0
CUST_00017,2025-02-01,13,76,5,2,2,3,0,0
CUST_00017,2025-03-01,14,115,3,1,3,0,0,1
CUST_00017,2025-04-01,15,99,2,1,0,0,1,0
CUST_00017,2025-05-01,16,93,1,1,1,2,1,0
CUST_00017,2025-06-01,17,90,2,6,3,0,2,1
CUST_00017,2025-07-01,18,64,4,3,0,1,1,2
CUST_00017,2025-08-01,19,110,2,5,0,2,2,0
CUST_00017,2025-09-01,20,112,1,0,2,0,0,0
CUST_00017,2025-10-01,21,50,2,0,2,0,1,0
CUST_00017,2025-11-01,22,27,2,1,0,0,0,1
CUST_00017,2025-12-01,23,53,4,1,2,1,1,0
CUST_00018,2025-07-01,0,11,1,1,0,0,0,0
CUST_00018,2025-08-01,1,17,0,0,0,0,0,0
CUST_00018,2025-09-01,2,15,1,0,0,0,0,0
CUST_00018,2025-10-01,3,28,1,0,0,0,0,0
CUST_00018,2025-11-01,4,15,1,0,0,1,0,0
CUST_00018,2025-12-01,5,16,2,0,0,0,1,0
CUST_00019,2025-09-01,0,113,2,1,1,0,0,0
CUST_00019,2025-10-01,1,49,4,0,1,0,0,0
CUST_00019,2025-11-01,2,45,0,0,0,0,0,0
CUST_00019,2025-12-01,3,19,0,0,0,1,0,0
CUST_00020,2025-01-01,0,39,1,0,0,3,0,0
CUST_00020,2025-02-01,1,65,0,3,1,0,0,0
CUST_00020,2025-03-01,2,55,0,0,1,0,0,0
CUST_00020,2025-04-01,3,20,1,2,0,0,0,0
CUST_00020,2025-05-01,4,51,2,0,0,1,0,0
CUST_00020,2025-06-01,5,22,3,1,2,0,0,0
CUST_00020,2025-07-01,6,51,2,0,0,0,0,0
CUST_00020,2025-08-01,7,21,0,0,0,1,0,0
CUST_00020,2025-09-01,8,65,1,0,0,0,0,0
CUST_00020,2025-10-01,9,20,0,0,0,1,0,0
CUST_00020,2025-11-01,10,12,1,0,0,0,0,0
CUST_00020,2025-12-01,11,16,1,0,1,0,0,0
CUST_00021,2024-08-01,0,21,1,0,0,0,0,0
CUST_00021,2024-09-01,1,33,0,1,0,0,0,0
CUST_00021,2024-10-01,2,40,0,5,1,0,0,0
CUST_00021,2024-11-01,3,29,1,1,0,0,0,0
CUST_00021,2024-12-01,4,22,1,1,2,0,0,0
CUST_00021,2025-01-01,5,25,0,0,2,1,0,0
CUST_00021,2025-02-01,6,25,1,0,0,0,0,0
CUST_00021,2025-03-01,7,42,1,0,0,1,0,0
CUST_00021,2025-04-01,8,18,0,1,1,0,0,0
CUST_00021,2025-05-01,9,20,1,0,0,0,0,0
CUST_00021,2025-06-01,10,41,2,0,2,0,0,0
CUST_00021,2025-07-01,11,36,1,0,1,0,0,0
CUST_00021,2025-08-01,12,37,2,1,0,0,0,0
CUST_00021,2025-09-01,13,31,1,0,0,0,0,0
CUST_00021,2025-10-01,14,12,0,0,0,0,0,0
CUST_00021,2025-11-01,15,19,0,0,0,0,0,0
CUST_00021,2025-12-01,16,27,1,0,0,1,0,0
CUST_00022,2025-10-01,0,14,0,0,0,0,0,0
CUST_00022,2025-11-01,1,20,0,0,0,1,0,0
CUST_00022,2025-12-01,2,11,0,1,0,0,0,0
CUST_00023,2025-07-01,0,29,0,0,1,0,0,0
CUST_00023,2025-08-01,1,34,1,1,0,0,0,0
CUST_00024,2025-09-01,0,35,1,0,2,0,0,0
CUST_00024,2025-10-01,1,27,0,0,1,0,1,0
CUST_00024,2025-11-01,2,6,0,0,0,0,0,0
CUST_00024,2025-12-01,3,18,1,0,0,0,0,0
CUST_00025,2025-04-01,0,37,2,0,0,0,0,0
CUST_00025,2025-05-01,1,12,0,0,0,0,0,0
CUST_00025,2025-06-01,2,9,0,0,0,0,0,0
CUST_00025,2025-07-01,3,22,0,0,0,0,0,0
CUST_00026,2024-09-01,0,14,1,0,0,0,0,0
CUST_00026,2024-10-01,1,14,3,0,1,0,0,0
CUST_00026,2024-11-01,2,19,0,2,1,0,0,0
CUST_00026,2024-12-01,3,18,0,0,0,0,0,0
CUST_00026,2025-01-01,4,44,1,0,2,0,0,0
CUST_00026,2025-02-01,5,12,0,0,0,0,0,0
CUST_00026,2025-03-01,6,19,0,0,0,0,0,0
CUST_00026,2025-04-01,7,15,3,0,0,0,0,0
CUST_00026,2025-05-01,8,8,3,0,0,0,0,0
CUST_00027,2024-08-01,0,14,0,0,0,0,0,0
CUST_00027,2024-09-01,1,43,0,1,0,1,0,0
CUST_00027,2024-10-01,2,35,1,0,1,1,0,0
CUST_00027,2024-11-01,3,15,1,0,0,0,0,0
CUST_00027,2024-12-01,4,28,1,0,1,0,0,0
CUST_00027,2025-01-01,5,40,0,1,0,0,0,0
CUST_00027,2025-02-01,6,22,1,0,0,0,0,0
CUST_00027,2025-03-01,7,36,1,0,2,0,0,0
CUST_00027,2025-04-01,8,22,1,0,1,1,0,0
CUST_00027,2025-05-01,9,20,1,0,1,0,0,0
CUST_00027,2025-06-01,10,43,1,2,1,0,0,0
CUST_00027,2025-07-01,11,32,0,1,0,0,0,0
CUST_00027,2025-08-01,12,41,1,0,1,0,0,0
CUST_00027,2025-09-01,13,21,0,0,0,0,0,0
CUST_00027,2025-10-01,14,12,0,1,0,0,0,0
CUST_00027,2025-11-01,15,19,1,0,1,0,1,0
CUST_00027,2025-12-01,16,9,0,0,0,0,0,0
CUST_00028,2024-08-01,0,23,1,0,0,0,0,0
CUST_00028,2024-09-01,1,35,0,0,0,0,0,0
CUST_00028,2024-10-01,2,29,1,3,0,0,0,0
CUST_00028,2024-11-01,3,30,1,3,0,0,0,0
CUST_00028,2024-12-01,4,17,1,0,0,0,0,0
CUST_00028,2025-01-01,5,29,1,0,0,0,0,0
CUST_00028,2025-02-01,6,28,1,0,2,0,0,0
CUST_00028,2025-03-01,7,27,0,0,0,1,0,0
CUST_00028,2025-04-01,8,44,0,0,0,1,0,0
CUST_00028,2025-05-01,9,35,0,0,0,0,0,0
CUST_00028,2025-06-01,10,12,0,0,0,0,0,0
CUST_00028,2025-07-01,11,23,1,1,1,1,0,0
CUST_00028,2025-08-01,12,15,0,0,0,0,0,0
CUST_00028,2025-09-01,13,30,1,0,0,0,0,0
CUST_00028,2025-10-01,14,11,0,0,0,0,0,0
CUST_00028,2025-11-01,15,5,0,1,0,0,0,0
CUST_00028,2025-12-01,16,24,0,0,0,0,0,0
CUST_00029,2025-01-01,0,42,0,1,2,1,0,0
CUST_00029,2025-02-01,1,67,2,0,1,0,0,0
CUST_00029,2025-03-01,2,20,2,1,0,1,0,0
CUST_00029,2025-04-01,3,32,3,1,0,0,0,0
CUST_00029,2025-05-01,4,35,2,1,0,0,0,0
CUST_00029,2025-06-01,5,69,2,1,1,0,0,0
CUST_00029,2025-07-01,6,53,1,2,1,0,0,0
CUST_00029,2025-08-01,7,53,0,1,0,1,0,0
CUST_00029,2025-09-01,8,28,1,0,0,1,0,0
CUST_00029,2025-10-01,9,24,0,0,1,0,0,0
CUST_00029,2025-11-01,10,18,1,0,1,0,0,0
CUST_00029,2025-12-01,11,17,0,0,1,0,0,0
CUST_00030,2025-10-01,0,21,0,0,0,1,0,0
CUST_00030,2025-11-01,1,7,0,0,0,1,0,0
CUST_00030,2025-12-01,2,4,0,0,0,0,0,0
CUST_00031,2024-02-01,0,27,1,0,0,0,0,0
CUST_00031,2024-03-01,1,7,0,1,0,0,0,1
CUST_00031,2024-04-01,2,7,0,0,0,0,1,0
CUST_00031,2024-05-01,3,13,0,0,0,0,1,0
CUST_00032,2024-10-01,0,10,1,1,0,0,0,0
CUST_00032,2024-11-01,1,19,0,1,1,0,0,0
CUST_00032,2024-12-01,2,38,0,0,0,1,0,0
CUST_00032,2025-01-01,3,25,0,0,1,0,0,0
CUST_00032,2025-02-01,4,36,0,1,1,0,0,0
CUST_00032,2025-03-01,5,42,0,2,0,1,0,0
CUST_00032,2025-04-01,6,25,1,1,0,0,0,0
CUST_00032,2025-05-01,7,29,2,1,1,0,0,0
CUST_00032,2025-06-01,8,23,2,1,0,0,0,0
CUST_00032,2025-07-01,9,16,1,0,0,0,0,0
CUST_00032,2025-08-01,10,16,1,1,1,0,0,0
CUST_00032,2025-09-01,11,31,1,0,0,0,0,0
CUST_00032,2025-10-01,12,13,0,1,0,0,0,0
CUST_00032,2025-11-01,13,15,2,0,0,0,0,0
CUST_00032,2025-12-01,14,11,0,1,0,1,0,0
CUST_00033,2024-05-01,0,20,0,1,2,1,0,0
CUST_00033,2024-06-01,1,39,3,1,1,0,0,0
CUST_00033,2024-07-01,2,27,0,0,1,1,0,0
CUST_00033,2024-08-01,3,49,1,0,0,1,0,0
CUST_00033,2024-09-01,4,45,0,1,0,2,0,0
CUST_00033,2024-10-01,5,57,1,0,1,2,0,0
CUST_00033,2024-11-01,6,27,4,1,1,0,0,0
CUST_00033,2024-12-01,7,35,1,2,1,0,0,0
CUST_00033,2025-01-01,8,59,0,0,0,0,0,0
CUST_00033,2025-02-01,9,59,0,0,0,0,0,0
CUST_00033,2025-03-01,10,46,0,3,1,0,0,0
CUST_00033,2025-04-01,11,64,1,1,0,3,0,0
CUST_00033,2025-05-01,12,66,4,0,0,1,0,0
CUST_00033,2025-06-01,13,44,0,1,0,0,0,0
CUST_00033,2025-07-01,14,20,2,1,3,0,0,0
CUST_00033,2025-08-01,15,43,1,0,1,2,0,0
CUST_00033,2025-09-01,16,60,1,0,0,1,0,0
CUST_00033,2025-10-01,17,35,1,0,0,0,0,0
CUST_00033,2025-11-01,18,37,1,0,2,0,0,0
CUST_00033,2025-12-01,19,19,2,1,0,0,0,0
CUST_00034,2025-10-01,0,4,0,0,0,0,0,0
CUST_00034,2025-11-01,1,18,0,0,0,0,0,0
CUST_00034,2025-12-01,2,12,0,0,0,0,0,0
CUST_00035,2024-05-01,0,49,0,0,1,0,0,0
CUST_00035,2024-06-01,1,66,1,2,1,1,0,0
CUST_00035,2024-07-01,2,51,3,0,0,0,0,0
CUST_00035,2024-08-01,3,44,2,0,2,0,0,0
CUST_00035,2024-09-01,4,24,1,0,2,0,0,0
CUST_00035,2024-10-01,5,49,1,2,1,0,0,0
CUST_00035,2024-11-01,6,49,0,0,0,0,0,0
CUST_00035,2024-12-01,7,38,1,0,0,0,0,0
CUST_00035,2025-01-01,8,21,3,3,0,1,0,0
CUST_00035,2025-02-01,9,53,0,0,1,1,0,0
CUST_00035,2025-03-01,10,58,0,0,1,0,0,0
CUST_00035,2025-04-01,11,55,2,0,2,0,0,0
CUST_00035,2025-05-01,12,66,4,2,1,1,0,0
CUST_00035,2025-06-01,13,31,2,0,0,0,0,0
CUST_00035,2025-07-01,14,29,1,1,1,0,0,0
CUST_00035,2025-08-01,15,27,1,1,1,0,0,0
CUST_00035,2025-09-01,16,28,1,0,1,1,0,0
CUST_00035,2025-10-01,17,40,0,0,1,0,0,0
CUST_00035,2025-11-01,18,19,2,1,0,1,0,0
CUST_00035,2025-12-01,19,12,2,0,0,0,0,0
CUST_00036,2024-12-01,0,65,3,4,0,0,0,0
CUST_00036,2025-01-01,1,26,0,0,1,0,0,0
CUST_00036,2025-02-01,2,50,1,2,1,0,1,0
CUST_00036,2025-03-01,3,28,2,1,0,1,0,0
CUST_00036,2025-04-01,4,63,3,3,0,0,0,0
CUST_00036,2025-05-01,5,60,2,0,0,1,1,0
CUST_00036,2025-06-01,6,66,0,1,0,2,0,0
CUST_00036,2025-07-01,7,30,0,2,0,0,0,0
CUST_00036,2025-07-01,8,59,1,0,0,0,0,0
CUST_00036,2025-08-01,9,65,1,0,0,0,0,0
CUST_00036,2025-09-01,10,23,2,0,0,0,0,0
CUST_00036,2025-10-01,11,41,2,1,0,0,0,0
CUST_00036,2025-11-01,12,20,1,3,1,0,0,0
CUST_00037,2025-02-01,0,98,5,4,3,1,0,0
CUST_00037,2025-03-01,1,105,2,1,4,0,0,0
CUST_00037,2025-04-01,2,101,5,2,1,1,0,0
CUST_00037,2025-05-01,3,115,3,2,1,5,0,0
CUST_00037,2025-06-01,4,84,4,4,2,2,3,0
CUST_00037,2025-07-01,5,114,0,5,2,1,0,0
CUST_00037,2025-08-01,6,65,3,1,2,0,0,0
CUST_00037,2025-09-01,7,103,1,3,3,0,1,0
CUST_00037,2025-10-01,8,47,0,1,2,0,1,0
CUST_00037,2025-11-01,9,68,0,1,1,0,0,0
CUST_00037,2025-12-01,10,46,0,1,0,0,0,0
CUST_00038,2025-07-01,0,37,1,0,1,0,0,0
CUST_00038,2025-08-01,1,19,2,0,0,0,0,0
CUST_00038,2025-09-01,2,10,0,0,0,0,0,0
CUST_00038,2025-10-01,3,27,0,0,0,0,0,0
CUST_00038,2025-11-01,4,13,1,0,0,0,0,0
CUST_00038,2025-12-01,5,5,0,0,0,0,0,0
CUST_00039,2024-06-01,0,61,2,0,1,0,0,0
CUST_00039,2024-07-01,1,53,2,2,0,0,0,0
CUST_00039,2024-08-01,2,67,1,1,3,0,0,0
CUST_00039,2024-09-01,3,41,2,0,2,1,0,0
CUST_00039,2024-10-01,4,26,1,0,0,0,0,0
CUST_00039,2024-11-01,5,26,1,1,0,0,0,0
CUST_00039,2024-12-01,6,47,0,0,1,1,0,0
CUST_00039,2025-01-01,7,26,1,0,0,0,0,0
CUST_00040,2024-05-01,0,41,1,2,3,0,0,0
CUST_00040,2024-06-01,1,110,4,1,2,0,0,1
CUST_00040,2024-07-01,2,71,5,2,2,1,0,1
CUST_00040,2024-08-01,3,48,1,1,0,0,3,1
CUST_00040,2024-09-01,4,68,2,1,2,0,0,0
CUST_00040,2024-10-01,5,75,2,1,1,1,1,0
CUST_00040,2024-11-01,6,45,3,3,1,3,0,1
CUST_00040,2024-12-01,7,99,3,2,2,1,1,1
CUST_00040,2025-01-01,8,89,1,0,1,3,2,0
CUST_00040,2025-02-01,9,75,0,3,1,0,1,1
CUST_00040,2025-03-01,10,77,1,2,1,1,1,1
CUST_00040,2025-04-01,11,60,2,4,1,0,0,0
CUST_00040,2025-05-01,12,119,5,0,0,0,0,1
CUST_00040,2025-06-01,13,55,1,3,1,1,1,1
CUST_00040,2025-07-01,14,82,0,1,1,0,0,0
CUST_00040,2025-08-01,15,35,3,2,0,1,0,0
CUST_00040,2025-09-01,16,50,3,1,3,2,0,1
CUST_00040,2025-10-01,17,23,0,2,0,0,0,0
CUST_00040,2025-11-01,18,17,0,1,0,1,0,1
CUST_00040,2025-12-01,19,35,1,4,0,0,1,1
CUST_00041,2025-02-01,0,99,1,1,2,1,0,0
CUST_00041,2025-03-01,1,88,2,2,2,3,3,0
CUST_00041,2025-04-01,2,87,2,1,0,0,0,0
CUST_00041,2025-05-01,3,102,2,3,2,2,0,0
CUST_00041,2025-06-01,4,40,5,2,3,3,0,0
CUST_00041,2025-07-01,5,89,1,4,1,1,0,0
CUST_00041,2025-08-01,6,111,1,3,2,0,0,0
CUST_00041,2025-09-01,7,82,3,1,1,0,1,0
CUST_00041,2025-10-01,8,45,3,0,2,0,0,1
CUST_00041,2025-11-01,9,32,1,1,0,1,1,0
CUST_00041,2025-12-01,10,31,3,1,1,0,0,0
CUST_00042,2024-06-01,0,19,0,1,1,0,0,0
CUST_00042,2024-07-01,1,31,2,1,1,0,0,0
CUST_00042,2024-07-01,2,40,0,1,0,1,0,0
CUST_00042,2024-08-01,3,36,0,0,1,0,0,0
CUST_00042,2024-09-01,4,23,2,1,1,0,0,0
CUST_00042,2024-10-01,5,29,1,0,0,0,0,0
CUST_00042,2024-11-01,6,20,0,0,0,1,0,0
CUST_00042,2024-12-01,7,17,0,1,1,0,0,0
CUST_00042,2025-01-01,8,27,1,0,0,0,0,0
CUST_00042,2025-02-01,9,30,1,0,1,0,0,0
CUST_00042,2025-03-01,10,16,1,0,0,0,0,0
CUST_00042,2025-04-01,11,30,2,1,1,0,0,0
CUST_00042,2025-05-01,12,31,2,1,0,1,0,0
CUST_00042,2025-06-01,13,35,0,0,0,0,0,0
CUST_00042,2025-07-01,14,32,1,0,0,0,0,0
