customer_id,cohort,activity_month,months_since_sub,is_active,monthly_revenue,customer_type,plan_type,region,industry
CUST_00008,2024-01-01,2024-02-01,1,1,49,Mid-market,Basic,North America,Finance
CUST_00008,2024-01-01,2024-03-01,2,1,49,Mid-market,Basic,North America,Finance
CUST_00008,2024-01-01,2024-04-01,3,1,49,Mid-market,Basic,North America,Finance
CUST_00008,2024-01-01,2024-05-01,4,1,49,Mid-market,Basic,North America,Finance
CUST_00008,2024-01-01,2024-06-01,5,1,49,Mid-market,Basic,North America,Finance
CUST_00008,2024-01-01,2024-07-01,6,1,49,Mid-market,Basic,North America,Finance
CUST_00008,2024-01-01,2024-08-01,7,1,49,Mid-market,Basic,North America,Finance
CUST_00008,2024-01-01,2024-09-01,8,1,49,Mid-market,Basic,North America,Finance
CUST_00008,2024-01-01,2024-10-01,9,1,49,Mid-market,Basic,North America,Finance
CUST_00008,2024-01-01,2024-11-01,10,1,49,Mid-market,Basic,North America,Finance
CUST_00008,2024-01-01,2024-12-01,11,1,49,Mid-market,Basic,North America,Finance
CUST_00008,2024-01-01,2025-01-01,12,1,49,Mid-market,Basic,North America,Finance
CUST_00008,2024-01-01,2025-02-01,13,1,49,Mid-market,Basic,North America,Finance
CUST_00008,2024-01-01,2025-03-01,14,1,49,Mid-market,Basic,North America,Finance
CUST_00008,2024-01-01,2025-04-01,15,1,49,Mid-market,Basic,North America,Finance
CUST_00008,2024-01-01,2025-05-01,16,1,49,Mid-market,Basic,North America,Finance
CUST_00008,2024-01-01,2025-06-01,17,1,49,Mid-market,Basic,North America,Finance
CUST_00008,2024-01-01,2025-07-01,18,1,49,Mid-market,Basic,North America,Finance
CUST_00008,2024-01-01,2025-08-01,19,1,49,Mid-market,Basic,North America,Finance
CUST_00008,2024-01-01,2025-09-01,20,1,49,Mid-market,Basic,North America,Finance
CUST_00008,2024-01-01,2025-10-01,21,1,49,Mid-market,Basic,North America,Finance
CUST_00008,2024-01-01,2025-11-01,22,1,49,Mid-market,Basic,North America,Finance
CUST_00008,2024-01-01,2025-12-01,23,1,49,Mid-market,Basic,North America,Finance
CUST_00009,2025-01-01,2025-01-01,0,1,199,Mid-market,Pro,Latin America,Healthcare
CUST_00009,2025-01-01,2025-01-01,1,1,199,Mid-market,Pro,Latin America,Healthcare
CUST_00009,2025-01-01,2025-03-01,2,1,199,Mid-market,Pro,Latin America,Healthcare
CUST_00009,2025-01-01,2025-04-01,3,1,199,Mid-market,Pro,Latin America,Healthcare
CUST_00009,2025-01-01,2025-05-01,4,1,199,Mid-market,Pro,Latin America,Healthcare
CUST_00009,2025-01-01,2025-05-01,5,1,199,Mid-market,Pro,Latin America,Healthcare
CUST_00009,2025-01-01,2025-06-01,6,1,199,Mid-market,Pro,Latin America,Healthcare
CUST_00009,2025-01-01,2025-07-01,7,1,199,Mid-market,Pro,Latin America,Healthcare
CUST_00009,2025-01-01,2025-08-01,8,1,199,Mid-market,Pro,Latin America,Healthcare
CUST_00009,2025-01-01,2025-09-01,9,1,199,Mid-market,Pro,Latin America,Healthcare
CUST_00009,2025-01-01,2025-10-01,10,1,199,Mid-market,Pro,Latin America,Healthcare
CUST_00009,2025-01-01,2025-11-01,11,1,199,Mid-market,Pro,Latin America,Healthcare
CUST_00010,2025-07-01,2025-07-01,0,1,49,Mid-market,Basic,North America,E-commerce
CUST_00010,2025-07-01,2025-08-01,1,1,49,Mid-market,Basic,North America,E-commerce
CUST_00010,2025-07-01,2025-09-01,2,1,49,Mid-market,Basic,North America,E-commerce
CUST_00010,2025-07-01,2025-10-01,3,1,49,Mid-market,Basic,North America,E-commerce
CUST_00010,2025-07-01,2025-11-01,4,1,49,Mid-market,Basic,North America,E-commerce
CUST_00010,2025-07-01,2025-12-01,5,1,49,Mid-market,Basic,North America,E-commerce
CUST_00011,2025-04-01,2025-04-01,0,1,999,Enterprise,Enterprise,North America,Technology
CUST_00011,2025-04-01,2025-05-01,1,1,999,Enterprise,Enterprise,North America,Technology
CUST_00011,2025-04-01,2025-06-01,2,1,999,Enterprise,Enterprise,North America,Technology
CUST_00011,2025-04-01,2025-07-01,3,1,999,Enterprise,Enterprise,North America,Technology
CUST_00011,2025-04-01,2025-08-01,4,1,999,Enterprise,Enterprise,North America,Technology
CUST_00011,2025-04-01,2025-09-01,5,1,999,Enterprise,Enterprise,North America,Technology
CUST_00011,2025-04-01,2025-10-01,6,1,999,Enterprise,Enterprise,North America,Technology
CUST_00011,2025-04-01,2025-11-01,7,1,999,Enterprise,Enterprise,North America,Technology
CUST_00011,2025-04-01,2025-12-01,8,1,999,Enterprise,Enterprise,North America,Technology
CUST_00012,2024-09-01,2024-09-01,0,1,49,Mid-market,Basic,North America,E-commerce
CUST_00012,2024-09-01,2024-10-01,1,1,49,Mid-market,Basic,North America,E-commerce
CUST_00012,2024-09-01,2024-11-01,2,1,49,Mid-market,Basic,North America,E-commerce
CUST_00012,2024-09-01,2024-12-01,3,1,49,Mid-market,Basic,North America,E-commerce
CUST_00012,2024-09-01,2025-01-01,4,1,49,Mid-market,Basic,North America,E-commerce
CUST_00012,2024-09-01,2025-02-01,5,1,49,Mid-market,Basic,North America,E-commerce
CUST_00012,2024-09-01,2025-03-01,6,1,49,Mid-market,Basic,North America,E-commerce
CUST_00012,2024-09-01,2025-04-01,7,1,49,Mid-market,Basic,North America,E-commerce
CUST_00012,2024-09-01,2025-05-01,8,1,49,Mid-market,Basic,North America,E-commerce
CUST_00012,2024-09-01,2025-06-01,9,1,49,Mid-market,Basic,North America,E-commerce
CUST_00012,2024-09-01,2025-07-01,10,1,49,Mid-market,Basic,North America,E-commerce
CUST_00012,2024-09-01,2025-08-01,11,1,49,Mid-market,Basic,North America,E-commerce
CUST_00012,2024-09-01,2025-09-01,12,1,49,Mid-market,Basic,North America,E-commerce
CUST_00012,2024-09-01,2025-10-01,13,1,49,Mid-market,Basic,North America,E-commerce
CUST_00012,2024-09-01,2025-11-01,14,1,49,Mid-market,Basic,North America,E-commerce
CUST_00012,2024-09-01,2025-12-01,15,1,49,Mid-market,Basic,North America,E-commerce
CUST_00013,2024-10-01,2024-10-01,0,1,199,Mid-market,Pro,Europe,Finance
CUST_00013,2024-10-01,2024-11-01,1,1,199,Mid-market,Pro,Europe,Finance
CUST_00013,2024-10-01,2024-12-01,2,1,199,Mid-market,Pro,Europe,Finance
CUST_00013,2024-10-01,2025-01-01,3,1,199,Mid-market,Pro,Europe,Finance
CUST_00013,2024-10-01,2025-02-01,4,1,199,Mid-market,Pro,Europe,Finance
CUST_00013,2024-10-01,2025-03-01,5,1,199,Mid-market,Pro,Europe,Finance
CUST_00013,2024-10-01,2025-04-01,6,1,199,Mid-market,Pro,Europe,Finance
CUST_00013,2024-10-01,2025-05-01,7,1,199,Mid-market,Pro,Europe,Finance
CUST_00013,2024-10-01,2025-06-01,8,1,199,Mid-market,Pro,Europe,Finance
CUST_00013,2024-10-01,2025-07-01,9,1,199,Mid-market,Pro,Europe,Finance
CUST_00013,2024-10-01,2025-08-01,10,1,199,Mid-market,Pro,Europe,Finance
CUST_00013,2024-10-01,2025-09-01,11,1,199,Mid-market,Pro,Europe,Finance
CUST_00013,2024-10-01,2025-10-01,12,1,199,Mid-market,Pro,Europe,Finance
CUST_00013,2024-10-01,2025-11-01,13,1,199,Mid-market,Pro,Europe,Finance
CUST_00013,2024-10-01,2025-12-01,14,1,199,Mid-market,Pro,Europe,Finance
CUST_00014,2024-07-01,2024-07-01,0,1,29,SMB,Basic,North America,Finance
CUST_00014,2024-07-01,2024-08-01,1,1,29,SMB,Basic,North America,Finance
CUST_00014,2024-07-01,2024-09-01,2,1,29,SMB,Basic,North America,Finance
CUST_00014,2024-07-01,2024-10-01,3,1,29,SMB,Basic,North America,Finance
CUST_00014,2024-07-01,2024-11-01,4,1,29,SMB,Basic,North America,Finance
CUST_00015,2025-06-01,2025-06-01,0,1,49,Mid-market,Basic,North America,Healthcare
CUST_00015,2025-06-01,2025-07-01,1,1,49,Mid-market,Basic,North America,Healthcare
CUST_00015,2025-06-01,2025-08-01,2,1,49,Mid-market,Basic,North America,Healthcare
CUST_00015,2025-06-01,2025-09-01,3,1,49,Mid-market,Basic,North America,Healthcare
CUST_00015,2025-06-01,2025-10-01,4,1,49,Mid-market,Basic,North America,Healthcare
CUST_00015,2025-06-01,2025-11-01,5,1,49,Mid-market,Basic,North America,Healthcare
CUST_00015,2025-06-01,2025-12-01,6,1,49,Mid-market,Basic,North America,Healthcare
CUST_00016,2025-11-01,2025-11-01,0,1,199,Mid-market,Pro,North America,Technology
CUST_00016,2025-11-01,2025-12-01,1,1,199,Mid-market,Pro,North America,Technology
CUST_00017,2024-01-01,2024-01-01,0,1,999,Enterprise,Enterprise,North America,Technology
CUST_00017,2024-01-01,2024-02-01,1,1,999,Enterprise,Enterprise,North America,Technology
CUST_00017,2024-01-01,2024-03-01,2,1,999,Enterprise,Enterprise,North America,Technology
CUST_00017,2024-01-01,2024-04-01,3,1,999,Enterprise,Enterprise,North America,Technology
CUST_00017,2024-01-01,2024-05-01,4,1,999,Enterprise,Enterprise,North America,Technology
CUST_00017,2024-01-01,2024-06-01,5,1,999,Enterprise,Enterprise,North America,Technology
CUST_00017,2024-01-01,2024-07-01,6,1,999,Enterprise,Enterprise,North America,Technology
CUST_00017,2024-01-01,2024-08-01,7,1,999,Enterprise,Enterprise,North America,Technology
CUST_00017,2024-01-01,2024-09-01,8,1,999,Enterprise,Enterprise,North America,Technology
CUST_00017,2024-01-01,2024-10-01,9,1,999,Enterprise,Enterprise,North America,Technology
CUST_00017,2024-01-01,2024-11-01,10,1,999,Enterprise,Enterprise,North America,Technology
CUST_00017,2024-01-01,2024-12-01,11,1,999,Enterprise,Enterprise,North America,Technology
CUST_00017,2024-01-01,2025-01-01,12,1,999,Enterprise,Enterprise,North America,Technology
CUST_00017,2024-01-01,2025-02-01,13,1,999,Enterprise,Enterprise,North America,Technology
CUST_00017,2024-01-01,2025-03-01,14,1,999,Enterprise,Enterprise,North America,Technology
CUST_00017,2024-01-01,2025-04-01,15,1,999,Enterprise,Enterprise,North America,Technology
CUST_00017,2024-01-01,2025-05-01,16,1,999,Enterprise,Enterprise,North America,Technology
CUST_00017,2024-01-01,2025-06-01,17,1,999,Enterprise,Enterprise,North America,Technology
CUST_00017,2024-01-01,2025-07-01,18,1,999,Enterprise,Enterprise,North America,Technology
CUST_00017,2024-01-01,2025-08-01,19,1,999,Enterprise,Enterprise,North America,Technology
CUST_00017,2024-01-01,2025-09-01,20,1,999,Enterprise,Enterprise,North America,Technology
CUST_00017,2024-01-01,2025-10-01,21,1,999,Enterprise,Enterprise,North America,Technology
CUST_00017,2024-01-01,2025-11-01,22,1,999,Enterprise,Enterprise,North America,Technology
CUST_00017,2024-01-01,2025-12-01,23,1,999,Enterprise,Enterprise,North America,Technology
CUST_00018,2025-07-01,2025-07-01,0,1,99,SMB,Pro,Latin America,E-commerce
CUST_00018,2025-07-01,2025-08-01,1,1,99,SMB,Pro,Latin America,E-commerce
CUST_00018,2025-07-01,2025-09-01,2,1,99,SMB,Pro,Latin America,E-commerce
CUST_00018,2025-07-01,2025-10-01,3,1,99,SMB,Pro,Latin America,E-commerce
CUST_00018,2025-07-01,2025-11-01,4,1,99,SMB,Pro,Latin America,E-commerce
CUST_00018,2025-07-01,2025-12-01,5,1,99,SMB,Pro,Latin America,E-commerce
CUST_00019,2025-09-01,2025-09-01,0,1,999,Enterprise,Enterprise,Europe,Finance
CUST_00019,2025-09-01,2025-10-01,1,1,999,Enterprise,Enterprise,Europe,Finance
CUST_00019,2025-09-01,2025-11-01,2,1,999,Enterprise,Enterprise,Europe,Finance
CUST_00019,2025-09-01,2025-12-01,3,1,999,Enterprise,Enterprise,Europe,Finance
CUST_00020,2025-01-01,2025-01-01,0,1,49,Mid-market,Basic,North America,Education
CUST_00020,2025-01-01,2025-02-01,1,1,49,Mid-market,Basic,North America,Education
CUST_00020,2025-01-01,2025-03-01,2,1,49,Mid-market,Basic,North America,Education
CUST_00020,2025-01-01,2025-04-01,3,1,49,Mid-market,Basic,North America,Education
CUST_00020,2025-01-01,2025-05-01,4,1,49,Mid-market,Basic,North America,Education
CUST_00020,2025-01-01,2025-06-01,5,1,49,Mid-market,Basic,North America,Education
CUST_00020,2025-01-01,2025-07-01,6,1,49,Mid-market,Basic,North America,Education
CUST_00020,2025-01-01,2025-08-01,7,1,49,Mid-market,Basic,North America,Education
CUST_00020,2025-01-01,2025-09-01,8,1,49,Mid-market,Basic,North America,Education
CUST_00020,2025-01-01,2025-10-01,9,1,49,Mid-market,Basic,North America,Education
CUST_00020,2025-01-01,2025-11-01,10,1,49,Mid-market,Basic,North America,Education
CUST_00020,2025-01-01,2025-12-01,11,1,49,Mid-market,Basic,North America,Education
CUST_00021,2024-08-01,2024-08-01,0,1,29,SMB,Basic,North America,E-commerce
CUST_00021,2024-08-01,2024-09-01,1,1,29,SMB,Basic,North America,E-commerce
CUST_00021,2024-08-01,2024-10-01,2,1,29,SMB,Basic,North America,E-commerce
CUST_00021,2024-08-01,2024-11-01,3,1,29,SMB,Basic,North America,E-commerce
CUST_00021,2024-08-01,2024-12-01,4,1,29,SMB,Basic,North America,E-commerce
CUST_00021,2024-08-01,2025-01-01,5,1,29,SMB,Basic,North America,E-commerce
CUST_00021,2024-08-01,2025-02-01,6,1,29,SMB,Basic,North America,E-commerce
CUST_00021,2024-08-01,2025-03-01,7,1,29,SMB,Basic,North America,E-commerce
CUST_00021,2024-08-01,2025-04-01,8,1,29,SMB,Basic,North America,E-commerce
CUST_00021,2024-08-01,2025-05-01,9,1,29,SMB,Basic,North America,E-commerce
CUST_00021,2024-08-01,2025-06-01,10,1,29,SMB,Basic,North America,E-commerce
CUST_00021,2024-08-01,2025-07-01,11,1,29,SMB,Basic,North America,E-commerce
CUST_00021,2024-08-01,2025-08-01,12,1,29,SMB,Basic,North America,E-commerce
CUST_00021,2024-08-01,2025-09-01,13,1,29,SMB,Basic,North America,E-commerce
CUST_00021,2024-08-01,2025-10-01,14,1,29,SMB,Basic,North America,E-commerce
CUST_00021,2024-08-01,2025-11-01,15,1,29,SMB,Basic,North America,E-commerce
CUST_00021,2024-08-01,2025-12-01,16,1,29,SMB,Basic,North America,E-commerce
CUST_00022,2025-10-01,2025-10-01,0,1,49,Mid-market,Basic,Asia-Pacific,Healthcare
CUST_00022,2025-10-01,2025-11-01,1,1,49,Mid-market,Basic,Asia-Pacific,Healthcare
CUST_00022,2025-10-01,2025-12-01,2,1,49,Mid-market,Basic,Asia-Pacific,Healthcare
CUST_00023,2025-07-01,2025-07-01,0,1,49,Mid-market,Basic,Latin America,Finance
CUST_00023,2025-07-01,2025-08-01,1,1,49,Mid-market,Basic,Latin America,Finance
CUST_00024,2025-09-01,2025-09-01,0,1,99,SMB,Pro,North America,Healthcare
CUST_00024,2025-09-01,2025-10-01,1,1,99,SMB,Pro,North America,Healthcare
CUST_00024,2025-09-01,2025-11-01,2,1,99,SMB,Pro,North America,Healthcare
CUST_00024,2025-09-01,2025-12-01,3,1,99,SMB,Pro,North America,Healthcare
CUST_00025,2025-04-01,2025-04-01,0,1,29,SMB,Basic,Europe,Retail
CUST_00025,2025-04-01,2025-05-01,1,1,29,SMB,Basic,Europe,Retail
CUST_00025,2025-04-01,2025-06-01,2,1,29,SMB,Basic,Europe,Retail
CUST_00025,2025-04-01,2025-07-01,3,1,29,SMB,Basic,Europe,Retail
CUST_00026,2024-09-01,2024-09-01,0,1,29,SMB,Basic,Europe,Retail
CUST_00026,2024-09-01,2024-10-01,1,1,29,SMB,Basic,Europe,Retail
CUST_00026,2024-09-01,2024-11-01,2,1,29,SMB,Basic,Europe,Retail
CUST_00026,2024-09-01,2024-12-01,3,1,29,SMB,Basic,Europe,Retail
CUST_00026,2024-09-01,2025-01-01,4,1,29,SMB,Basic,Europe,Retail
CUST_00026,2024-09-01,2025-02-01,5,1,29,SMB,Basic,Europe,Retail
CUST_00026,2024-09-01,2025-03-01,6,1,29,SMB,Basic,Europe,Retail
CUST_00026,2024-09-01,2025-04-01,7,1,29,SMB,Basic,Europe,Retail
CUST_00026,2024-09-01,2025-05-01,8,1,29,SMB,Basic,Europe,Retail
CUST_00027,2024-08-01,2024-08-01,0,1,99,SMB,Pro,North America,E-commerce
CUST_00027,2024-08-01,2024-09-01,1,1,99,SMB,Pro,North America,E-commerce
CUST_00027,2024-08-01,2024-10-01,2,1,99,SMB,Pro,North America,E-commerce
CUST_00027,2024-08-01,2024-11-01,3,1,99,SMB,Pro,North America,E-commerce
CUST_00027,2024-08-01,2024-12-01,4,1,99,SMB,Pro,North America,E-commerce
CUST_00027,2024-08-01,2025-01-01,5,1,99,SMB,Pro,North America,E-commerce
CUST_00027,2024-08-01,2025-02-01,6,1,99,SMB,Pro,North America,E-commerce
CUST_00027,2024-08-01,2025-03-01,7,1,99,SMB,Pro,North America,E-commerce
CUST_00027,2024-08-01,2025-04-01,8,1,99,SMB,Pro,North America,E-commerce
CUST_00027,2024-08-01,2025-05-01,9,1,99,SMB,Pro,North America,E-commerce
CUST_00027,2024-08-01,2025-06-01,10,1,99,SMB,Pro,North America,E-commerce
CUST_00027,2024-08-01,2025-07-01,11,1,99,SMB,Pro,North America,E-commerce
CUST_00027,2024-08-01,2025-08-01,12,1,99,SMB,Pro,North America,E-commerce
CUST_00027,2024-08-01,2025-09-01,13,1,99,SMB,Pro,North America,E-commerce
CUST_00027,2024-08-01,2025-10-01,14,1,99,SMB,Pro,North America,E-commerce
CUST_00027,2024-08-01,2025-11-01,15,1,99,SMB,Pro,North America,E-commerce
CUST_00027,2024-08-01,2025-12-01,16,1,99,SMB,Pro,North America,E-commerce
CUST_00028,2024-08-01,2024-08-01,0,1,29,SMB,Basic,Latin America,Technology
CUST_00028,2024-08-01,2024-09-01,1,1,29,SMB,Basic,Latin America,Technology
CUST_00028,2024-08-01,2024-10-01,2,1,29,SMB,Basic,Latin America,Technology
CUST_00028,2024-08-01,2024-11-01,3,1,29,SMB,Basic,Latin America,Technology
CUST_00028,2024-08-01,2024-12-01,4,1,29,SMB,Basic,Latin America,Technology
CUST_00028,2024-08-01,2025-01-01,5,1,29,SMB,Basic,Latin America,Technology
CUST_00028,2024-08-01,2025-02-01,6,1,29,SMB,Basic,Latin America,Technology
CUST_00028,2024-08-01,2025-03-01,7,1,29,SMB,Basic,Latin America,Technology
CUST_00028,2024-08-01,2025-04-01,8,1,29,SMB,Basic,Latin America,Technology
CUST_00028,2024-08-01,2025-05-01,9,1,29,SMB,Basic,Latin America,Technology
CUST_00028,2024-08-01,2025-06-01,10,1,29,SMB,Basic,Latin America,Technology
CUST_00028,2024-08-01,2025-07-01,11,1,29,SMB,Basic,Latin America,Technology
CUST_00028,2024-08-01,2025-08-01,12,1,29,SMB,Basic,Latin America,Technology
CUST_00028,2024-08-01,2025-09-01,13,1,29,SMB,Basic,Latin America,Technology
CUST_00028,2024-08-01,2025-10-01,14,1,29,SMB,Basic,Latin America,Technology
CUST_00028,2024-08-01,2025-11-01,15,1,29,SMB,Basic,Latin America,Technology
CUST_00028,2024-08-01,2025-12-01,16,1,29,SMB,Basic,Latin America,Technology
CUST_00029,2025-01-01,2025-01-01,0,1,49,Mid-market,Basic,North America,Retail
CUST_00029,2025-01-01,2025-02-01,1,1,49,Mid-market,Basic,North America,Retail
CUST_00029,2025-01-01,2025-03-01,2,1,49,Mid-market,Basic,North America,Retail
CUST_00029,2025-01-01,2025-04-01,3,1,49,Mid-market,Basic,North America,Retail
CUST_00029,2025-01-01,2025-05-01,4,1,49,Mid-market,Basic,North America,Retail
CUST_00029,2025-01-01,2025-06-01,5,1,49,Mid-market,Basic,North America,Retail
CUST_00029,2025-01-01,2025-07-01,6,1,49,Mid-market,Basic,North America,Retail
CUST_00029,2025-01-01,2025-08-01,7,1,49,Mid-market,Basic,North America,Retail
CUST_00029,2025-01-01,2025-09-01,8,1,49,Mid-market,Basic,North America,Retail
