customer_id,engagement_month,engagement_count,response_rate,avg_response_rate
CUST_00017,2025-02-01,1,1.0,0.75
CUST_00017,2025-05-01,3,1.0,0.7766666666666667
CUST_00017,2025-10-01,1,0.0,0.75
CUST_00018,2025-08-01,1,0.0,0.42
CUST_00019,2025-09-01,1,1.0,0.75
CUST_00019,2025-10-01,1,1.0,0.75
CUST_00020,2025-02-01,1,1.0,0.55
CUST_00020,2025-03-01,1,1.0,0.55
CUST_00020,2025-09-01,1,0.0,0.55
CUST_00020,2025-10-01,1,1.0,0.55
CUST_00021,2024-11-01,1,0.0,0.39
CUST_00021,2024-12-01,1,0.0,0.42
CUST_00021,2025-03-01,2,0.5,0.35
CUST_00021,2025-09-01,1,1.0,0.35
CUST_00023,2025-12-01,1,1.0,0.55
CUST_00024,2025-11-01,1,0.0,0.35
CUST_00025,2025-11-01,1,0.0,0.39
CUST_00025,2025-12-01,1,0.0,0.35
CUST_00026,2024-12-01,1,1.0,0.35
CUST_00026,2025-05-01,1,0.0,0.42
CUST_00027,2024-10-01,1,0.0,0.39
CUST_00027,2024-12-01,1,0.0,0.35
CUST_00027,2025-02-01,1,0.0,0.35
CUST_00027,2025-07-01,1,0.0,0.39
CUST_00027,2025-11-01,1,1.0,0.35
CUST_00028,2025-01-01,1,0.0,0.39
CUST_00028,2025-05-01,1,0.0,0.35
CUST_00028,2025-10-01,1,1.0,0.39
CUST_00029,2025-03-01,1,1.0,0.55
CUST_00029,2025-10-01,1,1.0,0.55
CUST_00029,2025-12-01,1,0.0,0.55
CUST_00030,2025-10-01,1,0.0,0.39
CUST_00030,2025-11-01,1,1.0,0.35
CUST_00030,2025-12-01,2,0.5,0.385
CUST_00031,2024-12-01,1,0.0,0.35
CUST_00031,2025-01-01,1,1.0,0.35
CUST_00031,2025-04-01,1,0.0,0.35
CUST_00032,2024-10-01,1,0.0,0.35
CUST_00032,2025-04-01,1,0.0,0.39
CUST_00033,2024-06-01,1,0.0,0.55
CUST_00033,2024-07-01,1,1.0,0.55
CUST_00033,2024-10-01,1,1.0,0.55
CUST_00033,2024-11-01,1,1.0,0.55
CUST_00033,2025-06-01,1,1.0,0.55
CUST_00036,2025-02-01,1,0.0,0.55
CUST_00036,2025-08-01,1,0.0,0.55
CUST_00036,2025-09-01,1,1.0,0.55
CUST_00036,2025-10-01,3,0.3333333333333333,0.57
CUST_00036,2025-12-01,1,1.0,0.55
CUST_00037,2025-10-01,1,1.0,0.75
CUST_00038,2025-10-01,1,0.0,0.35
CUST_00038,2025-11-01,1,0.0,0.35
CUST_00038,2025-12-01,1,1.0,0.39
CUST_00039,2024-10-01,1,1.0,0.55
CUST_00039,2024-11-01,1,1.0,0.55
CUST_00039,2025-06-01,1,1.0,0.61
CUST_00039,2025-07-01,1,0.0,0.61
CUST_00040,2024-05-01,1,0.0,0.75
CUST_00040,2024-09-01,1,1.0,0.83
CUST_00040,2024-11-01,1,1.0,0.75
CUST_00040,2024-12-01,1,1.0,0.75
CUST_00040,2025-03-01,2,0.5,0.75
CUST_00040,2025-05-01,1,1.0,0.75
CUST_00040,2025-07-01,2,1.0,0.75
CUST_00040,2025-08-01,1,1.0,0.75
CUST_00040,2025-10-01,2,0.5,0.75
CUST_00041,2025-02-01,1,1.0,0.75
CUST_00041,2025-07-01,1,1.0,0.83
CUST_00042,2025-01-01,1,1.0,0.42
CUST_00042,2025-12-01,1,0.0,0.42
CUST_00044,2025-06-01,1,0.0,0.55
CUST_00045,2025-06-01,1,0.0,0.42
CUST_00045,2025-09-01,1,1.0,0.39
CUST_00045,2025-11-01,1,0.0,0.35
CUST_00046,2024-12-01,1,0.0,0.35
CUST_00046,2025-05-01,1,0.0,0.35
CUST_00046,2025-07-01,3,0.0,0.3499999999999999
CUST_00046,2025-08-01,1,1.0,0.35
CUST_00046,2025-12-01,1,1.0,0.35
CUST_00047,2025-10-01,1,0.0,0.42
CUST_00047,2025-11-01,1,0.0,0.35
CUST_00048,2025-11-01,1,0.0,0.35
CUST_00048,2025-12-01,1,0.0,0.35
CUST_00049,2025-11-01,1,0.0,0.35
CUST_00049,2025-12-01,1,0.0,0.35
CUST_00050,2025-09-01,1,0.0,0.35
CUST_00051,2024-06-01,1,0.0,0.39
CUST_00051,2024-08-01,1,0.0,0.39
CUST_00051,2024-09-01,1,0.0,0.39
CUST_00051,2025-06-01,2,0.5,0.35
CUST_00051,2025-07-01,2,1.0,0.37
CUST_00053,2025-06-01,1,1.0,0.9
CUST_00053,2025-08-01,1,1.0,0.75
CUST_00053,2025-10-01,1,1.0,0.75
CUST_00053,2025-11-01,1,1.0,0.75
CUST_00053,2025-12-01,3,0.6666666666666666,0.75
CUST_00054,2025-03-01,1,1.0,0.39
CUST_00054,2025-10-01,1,0.0,0.35
CUST_00055,2025-08-01,1,1.0,0.75
CUST_00055,2025-09-01,2,1.0,0.825
CUST_00056,2025-06-01,1,0.0,0.35
CUST_00056,2025-07-01,2,0.0,0.35
CUST_00057,2024-06-01,1,0.0,0.35
CUST_00057,2024-07-01,1,0.0,0.35
CUST_00057,2025-01-01,2,0.5,0.35
CUST_00057,2025-05-01,1,0.0,0.35
CUST_00057,2025-08-01,1,0.0,0.35
CUST_00057,2025-10-01,1,1.0,0.35
CUST_00057,2025-11-01,1,0.0,0.35
CUST_00058,2025-01-01,2,0.5,0.79
CUST_00058,2025-02-01,1,0.0,0.9
CUST_00058,2025-04-01,2,0.5,0.75
CUST_00058,2025-05-01,1,1.0,0.75
CUST_00058,2025-07-01,1,1.0,0.75
CUST_00058,2025-10-01,1,1.0,0.75
CUST_00059,2025-10-01,2,0.0,0.35
CUST_00059,2025-12-01,1,1.0,0.35
CUST_00060,2024-08-01,3,1.0,0.55
CUST_00060,2024-12-01,1,0.0,0.55
CUST_00060,2025-03-01,1,1.0,0.55
CUST_00060,2025-04-01,1,1.0,0.55
CUST_00060,2025-08-01,1,0.0,0.55
CUST_00061,2025-12-01,1,1.0,0.83
CUST_00063,2024-05-01,1,1.0,0.61
CUST_00063,2024-07-01,1,1.0,0.55
CUST_00063,2024-09-01,1,0.0,0.55
CUST_00063,2025-01-01,1,1.0,0.55
CUST_00063,2025-03-01,1,1.0,0.61
CUST_00063,2025-05-01,1,0.0,0.61
CUST_00063,2025-07-01,1,0.0,0.55
CUST_00064,2025-02-01,1,0.0,0.35
CUST_00064,2025-11-01,1,0.0,0.42
CUST_00065,2024-07-01,1,0.0,0.61
CUST_00065,2024-10-01,1,1.0,0.66
CUST_00065,2024-11-01,1,1.0,0.55
CUST_00065,2025-02-01,2,0.5,0.5800000000000001
CUST_00065,2025-03-01,1,0.0,0.55
CUST_00065,2025-04-01,3,1.0,0.57
CUST_00065,2025-11-01,1,0.0,0.55
CUST_00066,2024-12-01,1,0.0,0.35
CUST_00066,2025-04-01,1,0.0,0.35
CUST_00066,2025-11-01,1,0.0,0.35
CUST_00067,2025-02-01,2,0.0,0.35
CUST_00068,2024-12-01,1,1.0,0.55
CUST_00068,2025-01-01,1,0.0,0.55
CUST_00068,2025-06-01,1,0.0,0.55
CUST_00069,2025-01-01,1,1.0,0.35
CUST_00069,2025-08-01,2,0.0,0.37
CUST_00070,2025-12-01,1,0.0,0.42
CUST_00071,2024-12-01,1,0.0,0.55
CUST_00071,2025-06-01,1,1.0,0.55
CUST_00071,2025-07-01,1,1.0,0.61
CUST_00072,2025-12-01,1,1.0,0.42
CUST_00073,2024-10-01,1,0.0,0.39
CUST_00073,2024-11-01,1,0.0,0.35
CUST_00073,2025-09-01,1,0.0,0.39
CUST_00073,2025-10-01,1,1.0,0.35
CUST_00076,2024-07-01,1,1.0,0.39
CUST_00076,2025-04-01,1,1.0,0.39
CUST_00076,2025-06-01,1,0.0,0.35
CUST_00076,2025-09-01,1,0.0,0.35
CUST_00076,2025-12-01,1,0.0,0.35
CUST_00078,2025-04-01,1,0.0,0.35
CUST_00079,2024-06-01,1,1.0,0.39
CUST_00079,2025-03-01,1,0.0,0.35
CUST_00079,2025-12-01,1,0.0,0.35
CUST_00080,2024-10-01,1,0.0,0.55
CUST_00080,2024-12-01,2,1.0,0.635
CUST_00080,2025-08-01,1,1.0,0.55
CUST_00080,2025-09-01,1,0.0,0.61
CUST_00080,2025-12-01,2,0.5,0.5800000000000001
CUST_00082,2024-05-01,1,1.0,0.35
CUST_00082,2024-06-01,1,1.0,0.39
CUST_00082,2024-07-01,1,0.0,0.39
CUST_00082,2024-10-01,1,0.0,0.42
CUST_00082,2024-11-01,1,1.0,0.35
CUST_00082,2025-03-01,1,1.0,0.42
CUST_00082,2025-04-01,1,0.0,0.42
CUST_00082,2025-11-01,1,1.0,0.35
CUST_00083,2024-11-01,1,0.0,0.35
CUST_00083,2025-01-01,1,0.0,0.35
CUST_00083,2025-06-01,1,1.0,0.35
CUST_00083,2025-07-01,1,0.0,0.39
CUST_00084,2025-06-01,1,1.0,0.75
CUST_00084,2025-08-01,1,1.0,0.9
CUST_00084,2025-11-01,1,1.0,0.83
CUST_00085,2025-02-01,1,1.0,0.35
CUST_00085,2025-07-01,1,0.0,0.35
CUST_00086,2025-08-01,1,0.0,0.55
CUST_00087,2024-09-01,1,1.0,0.55
CUST_00087,2024-11-01,1,1.0,0.55
CUST_00087,2025-01-01,1,1.0,0.66
CUST_00087,2025-08-01,2,1.0,0.5800000000000001
CUST_00087,2025-10-01,1,1.0,0.55
CUST_00089,2025-08-01,1,1.0,0.75
CUST_00089,2025-11-01,1,1.0,0.83
CUST_00090,2025-09-01,1,0.0,0.42
CUST_00090,2025-10-01,1,1.0,0.35
CUST_00090,2025-12-01,1,0.0,0.39
CUST_00093,2025-09-01,1,0.0,0.35
CUST_00094,2024-06-01,2,0.5,0.865
CUST_00094,2024-12-01,1,1.0,0.75
CUST_00094,2025-03-01,2,0.0,0.75
CUST_00094,2025-09-01,1,1.0,0.75
CUST_00094,2025-10-01,1,1.0,0.75
CUST_00095,2025-02-01,1,1.0,0.75
CUST_00095,2025-04-01,1,1.0,0.75
CUST_00095,2025-07-01,2,0.5,0.83
CUST_00095,2025-10-01,1,1.0,0.9
CUST_00096,2025-12-01,1,0.0,0.35
CUST_00097,2025-11-01,1,1.0,0.66
CUST_00098,2025-03-01,1,1.0,0.55
CUST_00098,2025-04-01,1,0.0,0.55
CUST_00098,2025-11-01,1,1.0,0.61
CUST_00098,2025-12-01,1,0.0,0.55
CUST_00099,2025-12-01,1,1.0,0.35
CUST_00101,2025-10-01,1,0.0,0.42
CUST_00102,2025-06-01,1,0.0,0.35
CUST_00102,2025-08-01,1,1.0,0.39
CUST_00103,2025-01-01,1,0.0,0.55
CUST_00103,2025-02-01,1,0.0,0.55
CUST_00103,2025-05-01,1,0.0,0.61
CUST_00103,2025-09-01,1,1.0,0.61
CUST_00103,2025-11-01,1,1.0,0.61
CUST_00103,2025-12-01,1,1.0,0.55
CUST_00104,2024-04-01,1,0.0,0.35
CUST_00104,2024-11-01,1,0.0,0.35
CUST_00104,2025-01-01,2,0.5,0.35
CUST_00104,2025-03-01,1,0.0,0.35
CUST_00104,2025-12-01,1,0.0,0.35
CUST_00105,2024-05-01,1,0.0,0.35
CUST_00105,2025-08-01,1,1.0,0.39
CUST_00107,2025-05-01,1,1.0,0.42
CUST_00108,2025-05-01,1,0.0,0.75
CUST_00108,2025-06-01,1,1.0,0.75
CUST_00108,2025-07-01,1,1.0,0.83
CUST_00108,2025-09-01,3,0.6666666666666666,0.7766666666666667
CUST_00108,2025-10-01,1,1.0,0.75
CUST_00109,2025-03-01,1,1.0,0.35
CUST_00109,2025-06-01,1,0.0,0.39
CUST_00109,2025-12-01,1,1.0,0.35
CUST_00110,2024-02-01,1,1.0,0.75
CUST_00110,2024-04-01,1,0.0,0.75
CUST_00110,2024-07-01,1,1.0,0.83
CUST_00110,2024-12-01,1,1.0,0.83
CUST_00110,2025-07-01,1,1.0,0.75
CUST_00110,2025-10-01,1,1.0,0.75
CUST_00110,2025-11-01,1,1.0,0.75
CUST_00111,2025-03-01,1,1.0,0.35
CUST_00111,2025-08-01,1,0.0,0.35
CUST_00112,2025-12-01,1,1.0,0.55
CUST_00113,2025-01-01,1,0.0,0.35
CUST_00114,2025-04-01,1,0.0,0.35
CUST_00114,2025-08-01,1,0.0,0.35
CUST_00114,2025-10-01,1,0.0,0.39
CUST_00114,2025-11-01,1,0.0,0.39
CUST_00115,2024-05-01,1,1.0,0.9
CUST_00115,2024-06-01,1,1.0,0.83
CUST_00115,2024-07-01,1,1.0,0.75
CUST_00115,2024-10-01,1,1.0,0.75
CUST_00115,2024-11-01,2,0.5,0.83
CUST_00115,2025-01-01,4,0.5,0.75
CUST_00115,2025-03-01,1,1.0,0.83
CUST_00115,2025-05-01,2,1.0,0.79
CUST_00117,2024-07-01,1,1.0,0.35
CUST_00117,2024-08-01,1,0.0,0.35
CUST_00117,2024-12-01,1,1.0,0.39
CUST_00117,2025-02-01,1,0.0,0.39
CUST_00118,2025-01-01,1,0.0,0.55
CUST_00118,2025-07-01,1,0.0,0.61
CUST_00118,2025-08-01,1,1.0,0.55
CUST_00118,2025-11-01,1,0.0,0.61
CUST_00119,2025-05-01,1,0.0,0.35
CUST_00120,2025-06-01,1,1.0,0.39
CUST_00120,2025-09-01,1,0.0,0.39
CUST_00121,2025-09-01,1,0.0,0.42
CUST_00122,2025-05-01,1,0.0,0.55
CUST_00122,2025-07-01,1,0.0,0.55
CUST_00123,2024-12-01,1,0.0,0.35
CUST_00123,2025-01-01,1,1.0,0.35
CUST_00123,2025-05-01,1,0.0,0.35
CUST_00124,2025-06-01,1,1.0,0.42
CUST_00124,2025-08-01,1,0.0,0.35
CUST_00124,2025-11-01,1,0.0,0.35
CUST_00125,2025-02-01,1,0.0,0.61
CUST_00125,2025-03-01,2,1.0,0.5800000000000001
CUST_00125,2025-07-01,1,0.0,0.55
CUST_00125,2025-09-01,1,1.0,0.55
CUST_00126,2024-02-01,1,0.0,0.75
CUST_00126,2024-03-01,2,0.5,0.75
CUST_00126,2024-05-01,1,1.0,0.75
CUST_00126,2025-02-01,1,1.0,0.75
CUST_00126,2025-04-01,1,1.0,0.83
CUST_00126,2025-05-01,1,1.0,0.75
CUST_00126,2025-09-01,1,1.0,0.75
CUST_00126,2025-10-01,1,1.0,0.83
CUST_00126,2025-11-01,2,1.0,0.75
CUST_00126,2025-12-01,1,1.0,0.75
CUST_00127,2024-03-01,1,0.0,0.35
CUST_00127,2024-04-01,1,0.0,0.35
CUST_00127,2024-05-01,1,1.0,0.35
CUST_00127,2024-06-01,1,0.0,0.35
CUST_00127,2025-04-01,1,0.0,0.35
CUST_00128,2024-10-01,1,1.0,0.39
CUST_00128,2025-01-01,1,0.0,0.35
CUST_00129,2024-08-01,1,0.0,0.61
CUST_00129,2024-11-01,1,1.0,0.55
CUST_00129,2025-02-01,1,0.0,0.61
CUST_00129,2025-05-01,1,0.0,0.61
CUST_00129,2025-09-01,1,1.0,0.55
CUST_00130,2024-05-01,1,1.0,0.55
CUST_00130,2024-09-01,2,0.0,0.5800000000000001
CUST_00130,2024-11-01,1,1.0,0.61
CUST_00130,2025-02-01,1,1.0,0.55
CUST_00130,2025-07-01,1,0.0,0.55
CUST_00130,2025-08-01,1,1.0,0.55
CUST_00130,2025-10-01,1,1.0,0.66
CUST_00131,2025-03-01,1,1.0,0.39
CUST_00131,2025-05-01,1,0.0,0.39
CUST_00131,2025-06-01,1,1.0,0.35
CUST_00131,2025-12-01,2,0.5,0.35
CUST_00132,2025-08-01,1,0.0,0.35
CUST_00133,2025-06-01,1,1.0,0.83
CUST_00133,2025-10-01,1,1.0,0.75
CUST_00134,2024-07-01,1,1.0,0.42
CUST_00134,2025-02-01,1,0.0,0.39
CUST_00134,2025-07-01,1,0.0,0.35
CUST_00134,2025-10-01,1,1.0,0.39
CUST_00135,2024-07-01,2,0.0,0.37
CUST_00135,2024-08-01,2,0.0,0.35
CUST_00135,2025-01-01,1,1.0,0.39
CUST_00135,2025-10-01,1,0.0,0.35
CUST_00136,2025-09-01,1,0.0,0.35
CUST_00137,2025-02-01,1,0.0,0.42
CUST_00137,2025-08-01,1,1.0,0.35
CUST_00137,2025-10-01,1,0.0,0.42
CUST_00139,2024-06-01,1,0.0,0.75
CUST_00139,2024-07-01,1,1.0,0.75
CUST_00139,2024-11-01,2,0.5,0.825
CUST_00139,2024-12-01,2,1.0,0.79
CUST_00139,2025-01-01,2,1.0,0.865
CUST_00139,2025-04-01,1,1.0,0.75
CUST_00139,2025-05-01,1,1.0,0.9
CUST_00139,2025-06-01,1,1.0,0.75
CUST_00139,2025-07-01,1,1.0,0.83
CUST_00139,2025-10-01,1,1.0,0.9
CUST_00140,2024-08-01,3,0.6666666666666666,0.3733333333333333
CUST_00140,2024-12-01,1,0.0,0.35
CUST_00140,2025-01-01,1,0.0,0.35
CUST_00140,2025-05-01,1,1.0,0.35
CUST_00140,2025-08-01,2,0.0,0.35
CUST_00140,2025-09-01,1,1.0,0.35
CUST_00140,2025-10-01,1,0.0,0.35
CUST_00141,2025-12-01,1,0.0,0.35
CUST_00143,2024-12-01,1,1.0,0.9
CUST_00143,2025-01-01,1,1.0,0.83
CUST_00143,2025-02-01,1,1.0,0.75
CUST_00143,2025-04-01,1,1.0,0.9
CUST_00143,2025-06-01,1,1.0,0.83
CUST_00143,2025-07-01,1,1.0,0.75
CUST_00143,2025-11-01,1,1.0,0.75
CUST_00144,2025-07-01,1,0.0,0.55
CUST_00144,2025-09-01,1,1.0,0.55
CUST_00144,2025-10-01,1,1.0,0.66
CUST_00145,2024-11-01,2,0.5,0.37
CUST_00145,2025-04-01,1,1.0,0.39
CUST_00145,2025-08-01,1,0.0,0.39
CUST_00145,2025-09-01,1,1.0,0.35
CUST_00146,2025-02-01,1,0.0,0.55
CUST_00146,2025-12-01,1,0.0,0.55
CUST_00147,2025-03-01,1,0.0,0.55
CUST_00147,2025-05-01,1,0.0,0.55
CUST_00147,2025-06-01,1,0.0,0.55
CUST_00147,2025-08-01,1,1.0,0.55
CUST_00148,2025-12-01,1,1.0,0.35
CUST_00149,2025-06-01,1,1.0,0.35
CUST_00149,2025-07-01,1,1.0,0.35
CUST_00149,2025-12-01,1,0.0,0.42
CUST_00151,2025-10-01,1,0.0,0.55
CUST_00151,2025-12-01,2,0.5,0.605
CUST_00152,2025-12-01,1,0.0,0.35
CUST_00154,2024-09-01,1,0.0,0.35
CUST_00154,2024-10-01,1,0.0,0.35
CUST_00154,2024-12-01,1,1.0,0.42
CUST_00154,2025-02-01,1,0.0,0.35
CUST_00154,2025-04-01,1,0.0,0.35
CUST_00154,2025-05-01,1,1.0,0.42
CUST_00154,2025-07-01,1,1.0,0.39
CUST_00155,2024-12-01,1,1.0,0.35
CUST_00155,2025-01-01,1,0.0,0.35
CUST_00155,2025-03-01,2,0.0,0.37
CUST_00155,2025-05-01,1,0.0,0.42
CUST_00155,2025-07-01,1,1.0,0.35
CUST_00155,2025-10-01,1,0.0,0.39
CUST_00156,2024-12-01,1,0.0,0.55
CUST_00156,2025-02-01,1,1.0,0.61
CUST_00156,2025-06-01,1,1.0,0.55
CUST_00157,2025-07-01,1,1.0,0.35
CUST_00158,2025-07-01,1,1.0,0.39
CUST_00160,2024-08-01,1,1.0,0.35
CUST_00160,2024-12-01,1,1.0,0.35
CUST_00160,2025-01-01,2,0.0,0.35
CUST_00160,2025-02-01,1,1.0,0.39
CUST_00160,2025-04-01,1,0.0,0.35
CUST_00160,2025-11-01,1,1.0,0.35
CUST_00161,2025-06-01,2,1.0,0.75
CUST_00161,2025-12-01,1,1.0,0.83
CUST_00162,2024-12-01,1,1.0,0.55
CUST_00162,2025-01-01,1,0.0,0.61
CUST_00162,2025-02-01,1,1.0,0.55
CUST_00162,2025-03-01,1,1.0,0.55
CUST_00164,2025-03-01,2,1.0,0.55
CUST_00164,2025-06-01,2,0.0,0.5800000000000001
CUST_00164,2025-07-01,1,0.0,0.61
CUST_00165,2025-09-01,1,1.0,0.9
CUST_00166,2025-12-01,1,0.0,0.35
CUST_00167,2024-09-01,1,0.0,0.35
CUST_00167,2024-10-01,2,0.0,0.37
CUST_00167,2025-06-01,1,0.0,0.35
CUST_00167,2025-08-01,1,0.0,0.35
CUST_00167,2025-11-01,1,0.0,0.42
CUST_00169,2025-05-01,1,0.0,0.35
CUST_00169,2025-11-01,1,1.0,0.39
CUST_00171,2025-05-01,1,1.0,0.39
CUST_00171,2025-06-01,2,0.5,0.35
CUST_00172,2025-06-01,1,0.0,0.35
CUST_00172,2025-10-01,1,0.0,0.35
CUST_00173,2025-06-01,1,1.0,0.35
CUST_00173,2025-07-01,1,1.0,0.42
CUST_00173,2025-12-01,1,0.0,0.39
CUST_00174,2025-01-01,1,0.0,0.9
CUST_00174,2025-07-01,1,1.0,0.9
CUST_00174,2025-08-01,2,1.0,0.79
CUST_00174,2025-10-01,1,1.0,0.75
CUST_00174,2025-12-01,1,0.0,0.75
CUST_00175,2024-07-01,2,0.0,0.37
CUST_00175,2024-10-01,1,0.0,0.42
CUST_00175,2025-08-01,1,0.0,0.35
CUST_00175,2025-11-01,1,0.0,0.35
CUST_00176,2025-01-01,1,0.0,0.35
CUST_00176,2025-05-01,1,1.0,0.35
CUST_00176,2025-08-01,1,0.0,0.35
CUST_00176,2025-09-01,2,0.0,0.37
CUST_00177,2024-03-01,1,0.0,0.39
CUST_00177,2024-09-01,2,0.0,0.37
CUST_00177,2025-01-01,1,0.0,0.35
CUST_00178,2025-01-01,1,0.0,0.35
CUST_00178,2025-02-01,1,0.0,0.35
CUST_00178,2025-07-01,1,0.0,0.42
CUST_00178,2025-09-01,1,0.0,0.35
CUST_00179,2025-06-01,1,1.0,0.83
CUST_00179,2025-07-01,1,0.0,0.75
CUST_00179,2025-09-01,1,1.0,0.83
CUST_00180,2024-06-01,1,1.0,0.61
CUST_00180,2024-09-01,1,0.0,0.55
CUST_00180,2024-10-01,1,1.0,0.55
CUST_00180,2025-01-01,1,0.0,0.55
CUST_00180,2025-02-01,1,1.0,0.55
CUST_00180,2025-07-01,1,1.0,0.61
CUST_00180,2025-10-01,1,1.0,0.55
CUST_00181,2025-10-01,1,1.0,0.61
CUST_00183,2024-09-01,1,1.0,0.39
CUST_00183,2024-10-01,1,1.0,0.35
CUST_00183,2024-12-01,1,0.0,0.39
CUST_00183,2025-02-01,1,0.0,0.35
CUST_00183,2025-07-01,1,0.0,0.35
CUST_00183,2025-08-01,1,1.0,0.39
CUST_00184,2025-05-01,1,0.0,0.35
CUST_00184,2025-06-01,2,1.0,0.37
CUST_00184,2025-10-01,1,1.0,0.35
CUST_00184,2025-11-01,1,0.0,0.42
CUST_00186,2024-11-01,1,0.0,0.35
CUST_00186,2025-09-01,1,0.0,0.35
CUST_00186,2025-10-01,1,1.0,0.35
CUST_00187,2025-08-01,1,1.0,0.83
CUST_00187,2025-12-01,1,1.0,0.75
CUST_00188,2024-07-01,1,1.0,0.35
CUST_00188,2024-11-01,1,0.0,0.39
CUST_00188,2025-02-01,1,0.0,0.35
CUST_00188,2025-04-01,1,0.0,0.42
CUST_00188,2025-07-01,1,1.0,0.35
CUST_00188,2025-08-01,1,0.0,0.35
CUST_00188,2025-09-01,1,1.0,0.35
CUST_00189,2025-01-01,1,0.0,0.55
CUST_00189,2025-04-01,1,1.0,0.66
CUST_00189,2025-06-01,2,1.0,0.5800000000000001
CUST_00189,2025-07-01,1,1.0,0.61
CUST_00189,2025-11-01,2,1.0,0.55
CUST_00190,2024-10-01,1,1.0,0.75
CUST_00190,2024-11-01,1,1.0,0.75
CUST_00190,2024-12-01,1,1.0,0.83
CUST_00190,2025-01-01,1,0.0,0.75
CUST_00190,2025-03-01,1,1.0,0.83
CUST_00190,2025-04-01,1,1.0,0.75
CUST_00190,2025-05-01,2,1.0,0.865
CUST_00190,2025-06-01,1,0.0,0.75
CUST_00190,2025-08-01,2,1.0,0.79
CUST_00190,2025-10-01,1,1.0,0.83
CUST_00192,2024-05-01,2,0.0,0.37
CUST_00192,2025-05-01,1,1.0,0.35
CUST_00192,2025-09-01,1,0.0,0.35
CUST_00192,2025-11-01,1,0.0,0.35
CUST_00193,2024-04-01,1,0.0,0.35
CUST_00193,2024-05-01,1,1.0,0.39
CUST_00193,2024-08-01,1,0.0,0.35
CUST_00193,2024-10-01,1,1.0,0.35
CUST_00193,2025-01-01,1,0.0,0.35
CUST_00193,2025-06-01,1,0.0,0.35
CUST_00193,2025-09-01,1,1.0,0.35
CUST_00193,2025-12-01,1,0.0,0.42
CUST_00194,2024-09-01,1,1.0,0.75
CUST_00194,2024-10-01,1,1.0,0.75
CUST_00194,2025-06-01,1,1.0,0.83
CUST_00194,2025-08-01,1,0.0,0.75
CUST_00194,2025-09-01,1,1.0,0.75
